PMC6613603	R02006	98	136	FA 7:0;3(2:0;2Me);6oxo
PMC4336096	R04005	0	12	LPC 22:6
PMC4336096	D00025	32	44	LPC 22:6
PMC4336096	R04002	88	100	LPC 22:6
PMC4336096	R03003	223	235	LPC 22:6
PMC4336096	A02004	36	48	LPC 22:6
PMC4336096	D00023	67	79	LPC 22:6
PMC7007789	A03001	107	121	LPC P-15:0
PMC7007789	R03004	124	138	LPC P-15:0
PMC7007789	A02002	44	58	LPC P-15:0
PMC7007789	R03003	13	27	LPC P-15:0
PMC7007789	D00010	38	52	LPC P-15:0
PMC7007789	R03005	64	78	LPC P-15:0
PMC7007789	D00014	93	107	LPC P-15:0
PMC7007789	A03000	26	40	LPC P-15:0
PMC5902797	D00026	101	115	LPC P-18:1
PMC4336096	D00016	131	141	LPC 16:0
PMC3686146	R02031	59	69	LPC 18:0
PMC3847543	R02019	0	10	LPC 18:2
PMC4688025	R02001	337	353	LPE 0:0/16:0
PMC4688025	R03003	279	295	LPE 0:0/16:0
PMC4688025	D00029	104	120	LPE 0:0/16:0
PMC4688025	R02001	267	292	LPE 0:0/20:2(11Z,14Z)
PMC7122646	R03005	138	150	LPE 18:0
PMC7122646	D00023	42	54	LPE 18:0
PMC7122646	R01011	0	12	LPE 18:0
PMC4688025	D00029	122	138	LPE 18:0/0:0
PMC4688025	R03003	297	313	LPE 18:0/0:0
PMC5955422	R01016	59	71	LPE 18:2
PMC4431856	R02008	214	226	LPE 18:3
PMC5382774	R02025	355	371	LPE 22:6/0:0
PMC5382774	D00030	112	128	LPE 22:6/0:0
PMC5797421	R01024	43	53	LPE 22:5
PMC5797421	R01023	20	30	LPE 22:5
PMC5564526	R03010	564	576	LPG 20:5
PMC5564526	R03005	13	25	LPG 20:5
PMC5564526	R03009	156	168	LPG 20:5
PMC5564526	R03010	156	168	LPG 20:5
PMC5564526	R03006	116	128	LPG 20:5
PMC5564526	A00008	36	48	LPG 20:5
PMC5564526	D00013	24	36	LPG 20:5
PMC5564526	R03010	711	723	LPG 20:5
PMC5564526	R03010	668	680	LPG 20:5
PMC5564526	R03010	494	506	LPG 20:5
PMC6592169	R06008	114	137	FA 1:0/3:0;COOH
PMC5109472	R05005	7	16	MG 18:2
PMC5109472	R04003	134	143	MG 18:2
PMC5109472	R05000	35	44	MG 18:2
PMC5109472	D00002	52	61	MG 18:2
PMC5109472	R05001	55	64	MG 18:2
PMC5109472	D00003	83	92	MG 18:2
PMC5109472	R06002	223	232	MG 18:2
PMC5109472	R05002	18	27	MG 18:2
PMC5109472	R06003	119	128	MG 18:2
PMC5109472	R06000	35	44	MG 18:2
PMC3726671	M04001	21	37	MG 17:0/0:0/0:0
PMC3726671	M05013	166	182	MG 17:0/0:0/0:0
PMC4772092	A00006	163	171	MG 20:3
PMC4772092	R01013	207	215	MG 20:3
PMC4772092	R01010	161	169	MG 20:3
PMC6029417	R02039	66	73	FAL 9:0
PMC6029417	D00010	105	112	FAL 9:0
PMC6029417	R02006	145	152	FAL 9:0
PMC6029417	R01012	87	94	FAL 9:0
PMC4055632	R04005	0	7	FAL 9:0
PMC2995269	R01040	82	98	FA 8:0;COOH
PMC6192823	R01021	88	101	FA 9:0
PMC4012283	D00040	86	99	FA 9:0
PMC6192823	R01013	94	107	FA 9:0
PMC6192823	D00026	90	103	FA 9:0
PMC6027507	M03004	72	85	FA 9:0
PMC6192823	D00025	13	26	FA 9:0
PMC6192823	D00030	69	82	FA 9:0
PMC5882858	R00038	190	203	FA 9:0
PMC3394708	R00030	13	26	FA 9:0
PMC5882858	R00004	391	404	FA 9:0
PMC4012283	D00016	67	80	FA 9:0
PMC6292875	M04000	307	320	FA 9:0
PMC4012283	R02000	223	236	FA 9:0
PMC6192823	D00027	110	123	FA 9:0
PMC6592169	R06009	167	180	FA 9:0
PMC4012283	R02005	190	203	FA 9:0
PMC4012283	D00015	18	31	FA 9:0
PMC6192823	R01032	152	165	FA 9:0
PMC4012283	R03009	31	44	FA 9:0
PMC6192823	D00025	161	174	FA 9:0
PMC4012283	D00001	198	211	FA 9:0
PMC4012283	A00003	79	92	FA 9:0
PMC6192823	R01019	73	86	FA 9:0
PMC4972307	D00013	61	74	FA 9:0
PMC6345099	R01011	74	87	FA 9:0
PMC6192823	D00008	108	121	FA 9:0
PMC4012283	D00013	74	87	FA 9:0
PMC4629114	D00049	84	97	FA 9:0
PMC5882858	D01008	98	111	FA 9:0
PMC6192823	D00026	6	19	FA 9:0
PMC6192823	D00030	116	129	FA 9:0
PMC4012283	D00013	49	62	FA 9:0
PMC4012283	R01004	160	173	FA 9:0
PMC5882858	D01019	55	68	FA 9:0
PMC6192823	R01004	350	363	FA 9:0
PMC5882858	A00006	276	289	FA 9:0
PMC5046165	R04015	110	123	FA 9:0
PMC4012283	D00012	0	13	FA 9:0
PMC5068821	R02005	199	205	FA O-34:3
PMC6592169	R04001	174	191	FA 18:0
PMC6592169	R06017	206	223	FA 18:0
PMC4339805	R01002	244	261	FA 18:0
PMC4819600	R03029	49	66	FA 18:0
PMC4819600	R04029	49	66	FA 18:0
PMC5431835	M08014	223	240	FA 18:0
PMC5431835	M14009	35	52	FA 18:0
PMC4339805	R06001	67	84	FA 18:0
PMC5304209	D02007	0	17	FA 18:0
PMC6826420	A00008	82	99	FA 18:0
PMC6029417	R02011	65	72	FAL 8:0
PMC6029417	R02006	136	143	FAL 8:0
PMC4651910	R09000	148	164	FA 7:0;COOH
PMC6345099	R01011	59	72	FA 8:0
PMC6342642	R05031	29	42	FA 8:0
PMC5529507	D00023	26	39	FA 8:0
PMC5693892	R05007	216	229	FA 8:0
PMC5772915	R04000	136	142	FA P-16:0
PMC5772915	D00025	108	114	FA P-16:0
PMC5772915	D00029	60	66	FA P-16:0
PMC5772915	R00030	136	142	FA P-16:0
PMC5772915	D00028	33	39	FA P-16:0
PMC5772915	A00008	66	72	FA P-16:0
PMC5766651	R01004	117	123	FA P-16:1
PMC5766651	R01024	32	38	FA P-16:1
PMC5766651	A04000	206	212	FA P-16:1
PMC5766651	A03002	6	12	FA P-16:1
PMC5772915	D00029	43	49	FA P-18:0
PMC5033406	R01006	118	124	FA P-36:2
PMC5033406	R01003	30	36	FA P-36:2
PMC5033406	R00012	163	169	FA P-38:5
PMC3150939	R00018	93	102	PA 32:0
PMC3150939	D00007	0	9	PA 32:0
PMC5810980	D00044	69	78	PA 32:0
PMC3150939	R00011	5	14	PA 32:0
PMC3150939	D00010	0	9	PA 38:4
PMC3150939	R01005	75	84	PA 38:4
PMC3150939	R01006	0	9	PA 38:4
PMC5315374	M01011	257	269	PA 14:0/14:0
PMC3901199	M01003	86	98	PA 17:0/17:0
PMC3726671	M04000	230	243	PA 17:0/17:0
PMC3726671	M05013	143	156	PA 17:0/17:0
PMC5250582	R00013	126	139	PA 17:0/20:4
PMC5250582	M00000	53	66	PA 17:0/20:4
PMC6303059	R05015	149	192	PA 18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)
PMC6303059	R05020	45	88	PA 18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)
PMC4431856	R02000	229	237	PA 39:5
PMC5810980	D00044	83	93	PA O-31:2
PMC4868723	D00055	0	13	FA 16:0
PMC6477036	M02001	0	13	FA 16:0
PMC6477036	R02012	0	13	FA 16:0
PMC6877605	D03001	0	13	FA 16:0
PMC5304209	D01003	0	13	FA 16:0
PMC2878333	M09008	0	13	FA 16:0
PMC5304209	D01005	0	13	FA 16:0
PMC6839420	R04009	246	259	FA 16:0
PMC6292875	M04000	125	138	FA 16:0
PMC6014920	D00024	0	13	FA 16:0
PMC6692400	R04029	43	56	FA 16:0
PMC6244184	M03009	13	27	PC 12:0/13:0
PMC3035694	M07000	209	223	PC 13:0/13:0
PMC5529507	D00008	87	101	PC 14:1/16:1
PMC6617423	D00006	25	39	PC 15:0/16:0
PMC6617423	D00010	33	47	PC 15:0/16:0
PMC6617423	D00014	28	42	PC 15:0/16:0
PMC6617423	R05008	13	27	PC 15:0/16:0
PMC5940703	M10007	165	179	PC 15:0/18:1
PMC5940703	M07025	165	179	PC 15:0/18:1
PMC5940703	A00006	108	122	PC 15:0/18:1
PMC5940703	A00007	118	132	PC 15:0/18:2
PMC5278923	R01013	38	52	PC 15:0/22:6
PMC4633772	R00029	0	13	LPC 16:0/0:0
PMC4633772	R00026	110	123	LPC 16:0/0:0
PMC4633772	R00024	30	43	LPC 16:0/0:0
PMC5529507	D00008	0	14	PC 16:0/14:0
PMC6736851	R00021	201	215	PC 16:0/14:0
PMC6736851	R00021	169	183	PC 16:0/16:0
PMC6992008	D00050	20	34	PC 16:0/16:1
PMC5766651	D00009	188	202	PC 16:0/16:1
PMC4363527	R01020	232	246	PC 16:0/18:1
PMC5528498	D00035	121	135	PC 16:0/18:1
PMC4363527	R03003	232	246	PC 16:0/18:1
PMC6992008	D00031	89	103	PC 16:0/18:1
PMC5156423	R00004	71	85	PC 16:0/18:1
PMC6736851	R00021	153	167	PC 16:0/18:2
PMC5156423	R00004	51	65	PC 16:0/18:2
PMC5133601	R02002	54	68	PC 16:0/22:5
PMC6736851	R00021	185	199	PC 16:1/16:0
PMC5278923	R01014	114	127	LPC 17:0/0:0
PMC5940703	A00007	84	97	PC 17:2/2:0
PMC5940703	A00006	124	138	PC 18:0/16:0
PMC6016785	R01021	322	336	PC 18:0/16:1
PMC4363527	R01020	248	262	PC 18:0/18:2
PMC5529507	D00008	19	33	PC 18:0/18:2
PMC4363527	R03003	248	262	PC 18:0/18:2
PMC5940703	A00006	143	157	PC 18:0/20:1
PMC4363527	R05001	165	179	PC 18:0/20:4
PMC5133601	R01014	35	49	PC 18:0/20:4
PMC4363527	D00045	67	81	PC 18:0/20:4
PMC4363527	R03003	268	282	PC 18:0/20:4
PMC4363527	R01020	268	282	PC 18:0/20:4
PMC6934557	R02017	76	93	LPC 18:1(9Z)/0:0
PMC6934557	R02003	239	256	LPC 18:1(9Z)/0:0
PMC6934557	R01018	82	99	LPC 18:1(9Z)/0:0
PMC6934557	R02016	75	84	PC 18:1
PMC6934557	R02005	126	135	PC 18:1
PMC6736851	R00021	137	151	PC 18:1/16:0
PMC6016785	R01021	384	398	PC 18:1/16:1
PMC5133601	R02002	73	87	PC 18:1/20:4
PMC4363527	R03004	301	315	PC 18:2/18:2
PMC4363527	R01021	301	315	PC 18:2/18:2
PMC5529507	D00008	116	130	PC 18:3/20:3
PMC5940703	A00007	99	112	PC 18:4/3:0
PMC5133601	R02002	8	23	PC P-20:1/19:1
PMC5278923	R01014	95	108	LPC 22:5/0:0
PMC5564624	R01005	73	82	PC 32:0
PMC5564624	A00003	83	92	PC 32:0
PMC5564624	D00040	9	18	PC 32:0
PMC5564624	R03007	72	81	PC 32:0
PMC5564624	R00002	56	65	PC 32:0
PMC5564624	R00005	133	142	PC 32:0
PMC5564624	R03002	19	28	PC 32:0
PMC5564624	A00004	131	140	PC 32:0
PMC5564624	R03000	49	58	PC 32:0
PMC5564624	R03008	132	141	PC 32:0
PMC6416286	R08004	59	68	PC 32:1
PMC6416286	R07003	117	126	PC 33:1
PMC6416286	R07006	45	54	PC 33:1
PMC5564624	R03000	100	109	PC 34:1
PMC5564624	R00005	214	223	PC 34:1
PMC3901282	R03027	132	141	PC 34:1
PMC5564624	D00039	25	34	PC 34:1
PMC5564624	R01005	95	104	PC 34:1
PMC5564624	R03008	26	35	PC 34:1
PMC5564624	R00001	50	59	PC 34:1
PMC5564624	A00004	11	20	PC 34:1
PMC5564624	R03007	28	37	PC 34:1
PMC5564624	R03002	63	72	PC 34:1
PMC5564624	A00003	50	59	PC 34:1
PMC3901290	R16023	120	129	PC 34:2
PMC3901290	R19015	120	129	PC 34:2
PMC5564624	R00005	187	196	PC 34:2
PMC5564624	R00001	23	32	PC 34:2
PMC5564624	R03008	15	24	PC 34:2
PMC5564624	R03007	17	26	PC 34:2
PMC5564624	R03001	119	128	PC 34:2
PMC5564624	R01005	84	93	PC 34:2
PMC5564624	D00039	14	23	PC 34:2
PMC5564624	R03000	89	98	PC 34:2
PMC5564624	A00004	0	9	PC 34:2
PMC5564624	A00003	39	48	PC 34:2
PMC5564624	R00005	272	281	PC 36:2
PMC5564624	R01005	117	126	PC 36:2
PMC5564624	D00039	51	60	PC 36:2
PMC5564624	A00003	72	81	PC 36:2
PMC5564624	A00004	37	46	PC 36:2
PMC5564624	R03002	8	17	PC 36:2
PMC5564624	R03007	50	59	PC 36:2
PMC5564624	R03000	125	134	PC 36:2
PMC5564624	R00001	108	117	PC 36:2
PMC5564624	R03008	52	61	PC 36:2
PMC5564624	R01005	106	115	PC 36:3
PMC5564624	A00003	61	70	PC 36:3
PMC5564624	A00004	22	31	PC 36:3
PMC5564624	R00001	77	86	PC 36:3
PMC5564624	R03008	37	46	PC 36:3
PMC5564624	R00005	241	250	PC 36:3
PMC5564624	R03007	39	48	PC 36:3
PMC5564624	R03000	111	120	PC 36:3
PMC5564624	D00039	36	45	PC 36:3
PMC5564624	R03002	41	50	PC 36:3
PMC6416286	R07003	155	164	PC 36:6
PMC6416286	R07007	54	63	PC 36:6
PMC4784901	R01011	26	35	PC 37:3
PMC5095026	R01006	86	95	PC 38:3
PMC6938899	D01007	65	74	PC 38:3
PMC6938899	D01008	104	113	PC 38:3
PMC6938899	D01006	119	128	PC 38:3
PMC5095026	R01008	88	97	PC 38:3
PMC5564624	A00003	98	107	PC 38:4
PMC5564624	R03007	87	96	PC 38:4
PMC5564624	R01005	131	140	PC 38:4
PMC5564624	R03002	52	61	PC 38:4
PMC5564624	R00005	160	169	PC 38:4
PMC5564624	R00002	87	96	PC 38:4
PMC5564624	R03008	147	156	PC 38:4
PMC5564624	D00040	24	33	PC 38:4
PMC5564624	A00004	146	155	PC 38:4
PMC5564624	R03000	60	69	PC 38:4
PMC4784901	A00006	97	106	PC 39:6
PMC4784901	R04015	90	99	PC 39:6
PMC4784901	R04016	62	71	PC 39:6
PMC4784901	D00046	24	33	PC 39:6
PMC4784901	D00045	59	68	PC 39:6
PMC4784901	R04025	95	104	PC 39:6
PMC4784901	A00007	17	26	PC 39:6
PMC4784901	A00010	41	50	PC 39:6
PMC5514249	D00006	2	11	PC 40:2
PMC5514249	R01004	12	21	PC 40:2
PMC5514249	D00003	87	96	PC 40:2
PMC5514249	R01006	14	23	PC 40:2
PMC5458273	R04002	115	125	PC 42:11
PMC5458273	D00008	29	39	PC 42:11
PMC5458273	R01006	172	182	PC 42:11
PMC5458273	A00003	47	57	PC 42:11
PMC5564624	R03001	45	60	LPC O-16:0/0:0
PMC5315374	M01011	271	283	PC 14:0/14:0
PMC7020929	R04021	191	203	PC 14:0/16:0
PMC5771865	R00113	175	187	PC 14:0_18:2
PMC5771865	R00110	145	157	PC 14:0_18:2
PMC7020929	R02005	93	105	PC 15:0/15:0
PMC7020929	R05006	97	109	PC 15:0/15:0
PMC7020929	R02011	188	200	PC 15:0/15:0
PMC7020929	R04021	223	235	PC 15:0/15:0
PMC7020929	R05019	61	73	PC 15:0_18:1
PMC7020929	R05020	71	83	PC 15:0_18:1
PMC7020929	R05012	10	22	PC 15:0_18:1
PMC7020929	R05018	104	116	PC 15:0_18:1
PMC6325166	R05012	181	193	PC 15:0_18:2
PMC7020929	R04021	205	217	PC 16:0/14:0
PMC6992008	D00051	77	89	PC 16:0/16:1
PMC7020929	R05014	55	67	PC 16:0/17:0
PMC7020929	R02011	202	214	PC 16:0/18:0
PMC7020929	R00022	125	137	PC 16:0/18:1
PMC7020929	R00041	86	98	PC 16:0/18:1
PMC7020929	R00011	121	133	PC 16:0/18:1
PMC7020929	R01004	90	102	PC 16:0/18:1
PMC7020929	R00003	35	47	PC 16:0/18:1
PMC7020929	R05023	46	58	PC 16:0/18:1
PMC7020929	R01003	38	50	PC 16:0/18:1
PMC7020929	R00015	49	61	PC 16:0/18:1
PMC7020929	R04024	99	111	PC 16:0/18:1
PMC5344496	D00034	40	52	PC 16:0/18:1
PMC7020929	R02003	126	138	PC 16:0/18:1
PMC7020929	R02002	100	112	PC 16:0/18:1
PMC7020929	R04025	58	70	PC 16:0/18:1
PMC7020929	R02005	58	70	PC 16:0/18:1
PMC7020929	R04028	11	23	PC 16:0/18:1
PMC7020929	R01007	46	58	PC 16:0/18:1
PMC6992008	D00052	121	133	PC 16:0/18:1
PMC6325166	R01006	97	113	PC 16:0/18:1(9Z)
PMC4270876	D00008	103	115	PC 16:0/22:6
PMC7020929	R05011	28	40	PC 16:0_16:1
PMC7118041	R01027	210	222	PC 16:0_16:1
PMC7020929	R05016	18	30	PC 16:0_17:0
PMC7020929	R05013	14	26	PC 16:0_17:0
PMC7020929	R05012	42	54	PC 16:0_17:0
PMC7020929	R05012	24	36	PC 16:0_17:1
PMC7020929	R05018	79	91	PC 16:0_17:1
PMC7020929	R05020	54	66	PC 16:0_17:1
PMC6325166	R04029	111	123	PC 16:0_18:1
PMC7020929	R05022	0	12	PC 16:0_18:1
PMC7020929	R05025	32	44	PC 16:0_18:1
PMC7020929	R05027	89	101	PC 16:0_18:1
PMC7020929	R04032	56	68	PC 16:0_18:1
PMC7020929	R05011	14	26	PC 16:0_18:1
PMC6325166	R03049	50	62	PC 16:0_20:4
PMC6325166	R03023	15	27	PC 16:0_20:4
PMC6762021	R02011	17	29	PC 16:1/18:2
PMC6762021	R02010	130	142	PC 16:1/18:2
PMC3901199	M01003	72	84	PC 17:0/17:0
PMC6948762	M01002	153	165	PC 17:0/17:0
PMC3901199	R06010	58	70	PC 17:0/20:5
PMC3901199	R06020	121	133	PC 17:0/20:5
PMC6762021	M01003	103	115	PC 18:0/18:1
PMC7020929	R02011	220	232	PC 18:0/20:4
PMC5771865	R00110	74	86	PC 18:0_18:1
PMC6325166	R04000	162	174	PC 18:0_18:1
PMC5771865	R00104	102	114	PC 18:0_18:1
PMC7020929	R01003	102	114	PC 18:1/16:0
PMC7020929	R01005	66	78	PC 18:1/16:0
PMC7020929	R02005	75	87	PC 18:1/16:0
PMC7020929	R01004	161	173	PC 18:1/16:0
PMC7020929	R01007	63	75	PC 18:1/16:0
PMC7020929	R04024	119	131	PC 18:1/16:0
PMC7020929	R04031	119	131	PC 18:1/16:0
PMC7020929	R03005	6	18	PC 18:1/16:0
PMC7020929	R04026	27	39	PC 18:1/16:0
PMC7020929	R01008	52	64	PC 18:1/16:0
PMC7020929	R00011	64	76	PC 18:1/16:0
PMC7020929	R00041	103	115	PC 18:1/16:0
PMC6325166	R04000	179	191	PC 18:1_18:1
PMC6325166	R03065	36	48	PC 18:1_18:1
PMC6325166	R05024	151	163	PC 18:1_20:4
PMC4270876	D00008	143	155	PC 18:2/20:4
PMC6325166	R04028	76	88	PC 19:0_18:1
PMC7020929	R04038	192	204	PC 20:4/16:0
PMC7020929	R04038	214	226	PC 22:4/18:0
PMC6382115	R08013	88	95	PC 26:0
PMC6382115	R07001	82	89	PC 28:1
PMC6382115	R08002	39	46	PC 28:1
PMC7020929	R04020	7	14	PC 30:0
PMC7020929	R04021	148	155	PC 30:0
PMC6382115	R08002	48	55	PC 30:2
PMC7020929	R05006	18	25	PC 32:1
PMC7118041	R01012	278	285	PC 32:1
PMC7118041	R01027	261	268	PC 32:1
PMC6325166	R04012	84	91	PC 32:1
PMC5771865	R00112	111	118	PC 32:2
PMC7020929	R05017	39	46	PC 33:1
PMC6239935	R02015	33	40	PC 34:1
PMC5033406	R01014	240	247	PC 34:1
PMC6471885	D00006	80	87	PC 34:1
PMC7020929	R04024	6	13	PC 34:1
PMC6382115	R07002	28	35	PC 34:1
PMC6325166	R04010	42	49	PC 34:1
PMC6471885	R00007	34	41	PC 34:1
PMC7020929	R05006	30	37	PC 34:2
PMC6325166	R04010	33	40	PC 34:2
PMC5877611	D00030	244	251	PC 34:2
PMC6382115	R08013	101	108	PC 36:0
PMC5771865	R00103	172	179	PC 36:1
PMC6938899	R04003	13	20	PC 36:2
PMC5986528	R02015	58	65	PC 36:2
PMC6471885	R00007	43	50	PC 36:2
PMC6325166	R04012	97	104	PC 36:2
PMC7020929	R04020	119	126	PC 36:2
PMC6471885	R00002	98	105	PC 36:2
PMC5986528	R02003	60	67	PC 36:2
PMC5771865	R00006	154	161	PC 36:2
PMC6471885	D00006	89	96	PC 36:2
PMC5986528	R02003	110	117	PC 36:3
PMC5986528	R02015	108	115	PC 36:3
PMC6325166	R03049	23	30	PC 36:4
PMC5877611	D00030	232	239	PC 36:4
PMC3035694	R04009	179	186	PC 36:4
PMC3901199	R06018	71	78	PC 37:5
PMC3901199	R06020	22	29	PC 37:5
PMC3901199	R06002	52	59	PC 37:5
PMC3901199	R06017	102	109	PC 37:5
PMC3901199	R06025	28	35	PC 37:5
PMC3901199	R06004	90	97	PC 37:5
PMC3901199	R06009	124	131	PC 37:5
PMC6382115	M04022	313	320	PC 38:1
PMC5986528	R02015	67	74	PC 38:2
PMC5986528	R02003	69	76	PC 38:2
PMC5986528	R02003	119	126	PC 38:3
PMC5986528	R02015	117	124	PC 38:3
PMC6382115	R07001	70	77	PC 38:6
PMC6382115	R08007	133	140	PC 38:6
PMC6382115	R08009	22	29	PC 38:6
PMC4270876	D00008	91	99	PC O-38:6
PMC6382115	R08013	114	121	PC 40:1
PMC6382115	R08002	57	64	PC 40:1
PMC6797644	D00028	55	62	PC 40:1
PMC6382115	R08014	85	92	PC 40:2
PMC4784901	D00027	44	51	PC 40:3
PMC6471885	D00006	101	108	PC 40:4
PMC6471885	R00002	110	117	PC 40:4
PMC6471885	R00007	55	62	PC 40:4
PMC6797644	D00028	67	74	PC 40:4
PMC4784901	D00027	56	63	PC 42:4
PMC6382115	R08002	66	73	PC 42:6
PMC6382115	R09014	87	94	PC 42:6
PMC6381113	D00029	93	100	PC 46:2
PMC3901199	R06020	170	184	PC O-16:0/22:5
PMC3901199	R06010	107	121	PC O-16:0/22:5
PMC6325166	R05012	126	140	PC O-16:1/16:0
PMC6762021	M01003	189	203	PC O-18:0/20:0
PMC3901199	R06010	88	102	PC O-18:0/20:5
PMC3901199	R06020	151	165	PC O-18:0/20:5
PMC3901199	R06025	40	49	PC O-38:5
PMC3901199	R06009	136	145	PC O-38:5
PMC3901199	R06010	72	86	PC P-18:0/20:4
PMC3901199	R06020	135	149	PC P-18:0/20:4
PMC6762021	M01003	173	187	PC P-18:0/20:4
PMC2741455	R04010	250	262	PC 10:0/4:0
PMC3321123	M02005	242	254	LPC 13:0/0:0
PMC5402394	M07007	188	201	PC 13:0/13:0
PMC4431856	R02008	312	320	PC 14:0
PMC2741455	R04011	0	18	PC 14:0/20:1(11Z)
PMC2741455	R04011	56	74	PC 14:0/22:1(13Z)
PMC6261534	R01005	137	150	PC 14:0_16:0
PMC6106807	R04018	412	425	PC 15:0/18:1
PMC6106807	M08000	146	159	PC 15:0/18:1
PMC6106807	M07025	184	197	PC 15:0/18:1
PMC6106807	D00016	28	41	PC 15:0/18:1
PMC5940703	M00006	73	86	PC 15:0/18:1
PMC6106807	A00006	179	192	PC 15:0/18:1
PMC6106807	M10007	184	197	PC 15:0/18:1
PMC6106807	M07000	146	159	PC 15:0/18:1
PMC6106807	R04009	32	45	PC 15:0/18:1
PMC6106807	R04007	179	192	PC 15:0/18:1
PMC5940703	R05007	105	118	PC 15:0/18:1
PMC5940703	D00038	67	80	PC 15:0/18:1
PMC5940703	D00038	218	231	PC 15:0/18:2
PMC5940703	R05007	260	273	PC 15:0/18:2
PMC5940703	R05007	335	348	PC 15:0/22:6
PMC5940703	D00038	293	306	PC 15:0/22:6
PMC4633772	R00016	33	45	LPC 16:0/0:0
PMC6397561	R02007	51	64	PC 16:0/16:0
PMC6162413	D00007	170	183	PC 16:0/16:0
PMC6397561	R02015	98	111	PC 16:0/16:0
PMC5955422	R01016	73	86	PC 16:0/16:0
PMC6397561	R02016	53	66	PC 16:0/16:0
PMC5585246	R01004	30	43	PC 16:0/16:0
PMC5585246	R03033	92	105	PC 16:0/16:0
PMC6397561	D00056	64	77	PC 16:0/16:0
PMC5955422	D00020	57	70	PC 16:0/16:0
PMC6397561	D00057	26	39	PC 16:0/16:0
PMC5955422	R02002	105	118	PC 16:0/16:0
PMC6397561	R02006	77	90	PC 16:0/16:0
PMC5585246	R03039	62	75	PC 16:0/16:0
PMC5585246	R03018	41	54	PC 16:0/16:0
PMC5585246	R01004	49	62	PC 16:0/18:0
PMC5940703	R05007	275	288	PC 16:0/18:3
PMC5940703	D00038	233	246	PC 16:0/18:3
PMC5940703	R05007	320	333	PC 16:0/20:3
PMC5940703	D00038	278	291	PC 16:0/20:3
PMC6572761	R00000	483	496	PC 16:0_22:6
PMC5133601	D00018	184	198	PC O-16:0/19:1
PMC5133601	D00018	137	151	PC O-16:0/19:1
PMC6106807	R04007	194	207	PC 16:1/20:5
PMC6106807	R04008	134	147	PC 16:1/20:5
PMC6106807	R04018	351	364	PC 16:1/20:5
PMC6106807	D00016	43	56	PC 16:1/20:5
PMC6106807	A00006	194	207	PC 16:1/20:5
PMC3726671	M05013	51	63	LPC 17:0/0:0
PMC3334549	M03016	60	72	LPC 17:0/0:0
PMC3334549	M03015	128	140	LPC 17:0/0:0
PMC3726671	M04000	139	151	LPC 17:0/0:0
PMC3334549	M03016	101	114	PC 17:0/17:0
PMC3726671	M05013	65	78	PC 17:0/17:0
PMC3334549	M03015	215	228	PC 17:0/17:0
PMC3726671	M04000	153	166	PC 17:0/17:0
PMC5940703	D00038	248	261	PC 17:0/18:2
PMC5940703	R05007	290	303	PC 17:0/18:2
PMC5250582	R00013	88	101	PC 17:0/20:4
PMC5250582	M00000	23	36	PC 17:0/20:4
PMC5133601	D00018	200	213	PC 17:0/22:6
PMC5133601	D00018	153	166	PC 17:1/20:4
PMC5940703	D00038	190	202	PC 17:2/2:0
PMC5940703	R05007	232	244	PC 17:2/2:0
PMC5940703	R05007	120	133	PC 18:0/16:0
PMC3726671	M05022	85	98	PC 18:0/18:2
PMC3726671	M05022	20	33	PC 18:0/18:2
PMC3726671	M06000	86	99	PC 18:0/18:2
PMC5250582	R00044	227	240	PC 18:0/18:2
PMC3726671	M06000	21	34	PC 18:0/18:2
PMC3726671	M04000	94	107	PC 18:0/18:2
PMC3726671	M04000	23	36	PC 18:0/18:2
PMC6106807	R04008	153	166	PC 18:0/20:1
PMC6106807	R04018	370	383	PC 18:0/20:1
PMC5940703	D00038	85	98	PC 18:0/20:1
PMC5940703	R05007	138	151	PC 18:0/20:1
PMC6106807	R04007	213	226	PC 18:0/20:1
PMC6106807	A00006	213	226	PC 18:0/20:1
PMC6106807	D00016	62	75	PC 18:0/20:1
PMC3726671	M06011	84	97	PC 18:0/20:4
PMC3726671	M05044	65	78	PC 18:0/20:4
PMC3726671	M04000	109	122	PC 18:0/20:4
PMC3726671	M05033	84	97	PC 18:0/20:4
PMC3726671	M06000	101	114	PC 18:0/20:4
PMC3726671	M06022	65	78	PC 18:0/20:4
PMC3726671	M05022	100	113	PC 18:0/20:4
PMC3726671	M06016	72	85	PC 18:0/20:4
PMC3726671	M05038	72	85	PC 18:0/20:4
PMC5955422	D00020	72	85	PC 18:0/22:4
PMC5955422	R01016	88	101	PC 18:0/22:4
PMC5955422	R02002	120	133	PC 18:0/22:4
PMC3726671	M05038	54	67	PC 18:0/22:6
PMC3726671	M06011	102	115	PC 18:0/22:6
PMC3726671	M06000	120	133	PC 18:0/22:6
PMC3726671	M04000	124	137	PC 18:0/22:6
PMC6426235	R06005	29	42	PC 18:0/22:6
PMC3726671	M05022	119	132	PC 18:0/22:6
PMC6426235	R06003	126	139	PC 18:0/22:6
PMC6426235	D03008	111	124	PC 18:0/22:6
PMC3726671	M06016	54	67	PC 18:0/22:6
PMC3726671	M05048	65	78	PC 18:0/22:6
PMC3726671	M06026	65	78	PC 18:0/22:6
